Student_ID,subject_id,subject_name,cat_1,cat_2,cat_3,exam_1,exam_2
1096,2,Mathematics,36,36,48,47,44
1097,2,Mathematics,64,71,63,75,61
1098,2,Mathematics,63,66,65,70,72
1099,2,Mathematics,47,43,56,45,37
1100,2,Mathematics,57,43,49,45,44
1101,2,Mathematics,33,38,39,35,46
1102,2,Mathematics,37,45,36,41,41
1103,2,Mathematics,62,61,68,73,69
1104,2,Mathematics,34,35,40,38,40
1105,2,Mathematics,48,44,47,45,33
1106,2,Mathematics,57,49,59,63,60
1107,2,Mathematics,96,88,85,83,84
1108,2,Mathematics,53,52,51,53,57
1109,2,Mathematics,42,37,59,47,55
1110,2,Mathematics,46,58,57,48,34
1111,2,Mathematics,31,19,28,26,29
1112,2,Mathematics,44,57,49,50,45
1113,2,Mathematics,46,49,60,41,39
1114,2,Mathematics,93,92,100,97,100
1115,2,Mathematics,35,52,36,45,43
1116,2,Mathematics,55,48,45,54,49
1117,2,Mathematics,48,48,54,48,54
1118,2,Mathematics,31,31,42,48,47
1119,2,Mathematics,71,68,87,78,80
1120,2,Mathematics,84,86,98,83,95
1121,2,Mathematics,77,85,79,79,82
1122,2,Mathematics,35,33,27,50,31
1123,2,Mathematics,74,77,80,80,71
1124,2,Mathematics,26,22,33,26,27
1125,2,Mathematics,71,66,58,69,64
1126,2,Mathematics,88,92,84,84,92
1127,2,Mathematics,59,47,34,49,47
1128,2,Mathematics,42,39,35,43,41
1129,2,Mathematics,65,71,62,52,61
1130,2,Mathematics,59,64,66,63,74
1131,2,Mathematics,33,25,28,34,28
1132,2,Mathematics,58,64,71,59,60
1133,2,Mathematics,54,40,57,36,38
1134,2,Mathematics,70,73,70,71,71
1135,2,Mathematics,40,40,46,46,45
1136,2,Mathematics,84,80,89,75,81
1137,2,Mathematics,33,43,41,50,44
1138,2,Mathematics,54,48,43,36,31
1139,2,Mathematics,74,78,76,63,58
1140,2,Mathematics,31,44,41,39,33
1141,2,Mathematics,70,67,57,75,87
1142,2,Mathematics,81,83,92,86,96
1143,2,Mathematics,60,53,53,51,52
1144,2,Mathematics,52,55,45,58,47
1145,2,Mathematics,63,53,73,72,66
1146,2,Mathematics,72,59,66,74,61
1147,2,Mathematics,50,62,59,50,67
1148,2,Mathematics,22,27,32,18,23
1149,2,Mathematics,59,56,54,51,58
1150,2,Mathematics,36,54,56,34,41
1151,2,Mathematics,50,39,35,39,49
1152,2,Mathematics,50,51,47,53,61
1153,2,Mathematics,36,36,29,44,39
1154,2,Mathematics,79,62,55,57,66
1155,2,Mathematics,54,68,59,75,70
1156,2,Mathematics,71,63,67,64,55
1157,2,Mathematics,99,90,88,84,91
1158,2,Mathematics,50,60,71,65,71
1159,2,Mathematics,31,25,31,30,37
1160,2,Mathematics,72,72,69,74,71
1161,2,Mathematics,35,21,35,36,27
1162,2,Mathematics,81,90,79,70,69
1163,2,Mathematics,87,84,84,86,84
1164,2,Mathematics,36,48,52,51,45
1165,2,Mathematics,52,48,55,47,62
1166,2,Mathematics,76,76,72,76,69
1167,2,Mathematics,58,68,80,64,67
1168,2,Mathematics,97,99,100,100,100
1169,2,Mathematics,34,40,48,36,32
1170,2,Mathematics,37,26,46,39,44
1171,2,Mathematics,43,46,40,46,42
1172,2,Mathematics,47,39,52,43,53
1173,2,Mathematics,60,49,48,51,50
1174,2,Mathematics,57,61,62,76,81
1175,2,Mathematics,47,49,55,42,49
1176,2,Mathematics,69,69,75,54,76
1177,2,Mathematics,45,58,63,53,58
1178,2,Mathematics,90,94,91,90,82
1179,2,Mathematics,53,71,56,58,60
1180,2,Mathematics,95,81,86,80,77
1181,2,Mathematics,49,46,43,38,45
1182,2,Mathematics,59,53,42,46,41
1183,2,Mathematics,50,31,44,43,48
1184,2,Mathematics,50,53,51,62,56
1185,2,Mathematics,67,66,64,65,69
1186,2,Mathematics,70,58,73,65,69
1187,2,Mathematics,79,75,73,68,79
1188,2,Mathematics,49,53,54,52,49
1189,2,Mathematics,66,57,72,63,64
1190,2,Mathematics,51,57,54,49,56
1191,2,Mathematics,46,44,41,40,28
1192,2,Mathematics,78,78,70,83,69
1193,2,Mathematics,67,62,78,62,76
1194,2,Mathematics,46,60,52,56,58
1195,2,Mathematics,53,53,37,55,37
1196,2,Mathematics,74,63,68,66,73
1197,2,Mathematics,57,60,60,48,49
1198,2,Mathematics,35,43,44,25,26
1199,2,Mathematics,46,39,47,41,44
1200,2,Mathematics,18,16,18,19,19
1201,2,Mathematics,67,61,55,61,54
1202,2,Mathematics,73,72,77,66,71
1204,2,Mathematics,87,95,96,85,82
1205,2,Mathematics,68,64,62,62,58
1206,2,Mathematics,55,41,46,54,33
1207,2,Mathematics,25,30,31,12,15
1208,2,Mathematics,45,61,35,45,46
1209,2,Mathematics,63,66,63,69,67
1210,2,Mathematics,64,70,68,76,70
1211,2,Mathematics,100,100,100,100,100
1212,2,Mathematics,62,46,38,33,32
1213,2,Mathematics,75,75,73,72,73
1214,2,Mathematics,63,60,38,59,56
1215,2,Mathematics,69,78,77,67,74
1216,2,Mathematics,46,49,56,55,51
1217,2,Mathematics,60,54,62,65,66
1218,2,Mathematics,43,42,48,43,40
1219,2,Mathematics,36,37,39,35,38
1220,2,Mathematics,48,44,37,43,41
1221,2,Mathematics,61,59,55,64,55
1222,2,Mathematics,68,83,72,79,80
1223,2,Mathematics,24,16,37,49,48
1224,2,Mathematics,57,65,55,64,64
1225,2,Mathematics,39,27,23,27,19
1226,2,Mathematics,44,43,46,39,49
1227,2,Mathematics,61,59,62,66,56
1228,2,Mathematics,49,41,44,45,52
1229,2,Mathematics,28,32,27,30,28
1230,2,Mathematics,60,50,64,74,71
1231,2,Mathematics,73,68,70,66,69
1232,2,Mathematics,44,37,36,40,44
1233,2,Mathematics,47,55,49,51,51
1001,3,English,77,70,69,70,59
1002,3,English,57,63,54,53,69
1003,3,English,72,73,86,72,90
1004,3,English,96,89,93,85,86
1005,3,English,47,58,50,52,47
1006,3,English,52,63,50,41,36
1007,3,English,86,76,90,87,87
1008,3,English,51,55,55,50,50
1009,3,English,49,33,31,41,41
1010,3,English,85,83,93,75,80
1011,3,English,62,70,81,71,72
1012,3,English,49,48,47,55,48
1013,3,English,73,73,75,76,59
1014,3,English,29,34,37,39,31
1015,3,English,68,61,78,56,66
1016,3,English,65,67,69,73,85
1017,3,English,55,34,37,33,36
1018,3,English,60,67,44,51,44
1019,3,English,32,29,37,45,34
1020,3,English,35,38,48,55,49
1021,3,English,76,68,79,80,72
1022,3,English,46,41,43,55,40
1023,3,English,53,60,54,51,62
1024,3,English,26,21,40,32,43
1025,3,English,76,60,69,62,53
1026,3,English,77,73,75,83,61
1027,3,English,45,42,42,51,60
1028,3,English,92,74,82,74,84
1029,3,English,51,39,58,60,62
1030,3,English,43,55,60,44,58
1031,3,English,68,70,64,62,65
1032,3,English,89,98,85,94,91
1033,3,English,47,56,40,41,44
1034,3,English,43,42,55,58,55
1035,3,English,61,61,69,68,75
1036,3,English,21,37,26,30,35
1037,3,English,93,81,79,87,92
1038,3,English,62,53,54,54,52
1039,3,English,24,26,24,35,38
1040,3,English,81,71,76,66,71
1041,3,English,72,66,68,61,69
1042,3,English,63,64,63,64,61
1043,3,English,57,58,53,45,65
1044,3,English,44,52,45,53,50
1045,3,English,32,49,44,41,45
1046,3,English,45,34,29,26,39
1047,3,English,67,54,46,48,61
1048,3,English,74,78,80,83,85
1049,3,English,57,62,65,57,57
1050,3,English,26,27,23,27,23
1051,3,English,67,51,58,56,63
1052,3,English,55,58,58,65,64
1053,3,English,58,52,53,64,61
1054,3,English,66,64,51,60,63
1055,3,English,73,83,77,77,74
1056,3,English,76,90,92,84,86
1057,3,English,36,34,28,33,22
1058,3,English,57,64,63,67,64
1059,3,English,65,58,50,70,68
1060,3,English,86,77,80,78,73
1061,3,English,43,41,40,43,38
1062,3,English,50,39,45,47,48
1063,3,English,34,32,22,35,35
1064,3,English,45,47,41,48,54
1065,3,English,68,77,79,72,81
1066,3,English,77,68,80,79,61
1067,3,English,72,64,65,65,52
1068,3,English,56,57,69,53,65
1069,3,English,65,71,68,69,71
1070,3,English,37,33,34,56,46
1071,3,English,53,62,60,58,51
1072,3,English,88,86,72,84,80
1073,3,English,71,55,52,59,57
1074,3,English,85,95,76,86,79
1075,3,English,27,31,33,41,42
1076,3,English,69,62,57,62,59
1077,3,English,74,67,76,89,99
1078,3,English,35,55,44,34,40
1079,3,English,69,67,66,51,53
1080,3,English,48,40,41,36,45
1081,3,English,33,36,28,36,39
1082,3,English,53,72,73,73,86
1083,3,English,92,90,98,98,88
1084,3,English,51,45,48,54,42
1085,3,English,54,59,40,50,55
1086,3,English,45,39,56,50,48
1087,3,English,75,72,61,79,81
1088,3,English,59,65,67,72,73
1089,3,English,66,67,72,67,66
1090,3,English,81,75,67,81,77
1091,3,English,64,68,68,66,66
1092,3,English,79,76,83,74,85
1093,3,English,45,44,48,48,53
1094,3,English,44,52,57,46,60
1095,3,English,66,57,67,56,68
1096,3,English,39,29,31,40,31
1097,3,English,61,75,63,75,76
1098,3,English,90,87,81,77,71
1099,3,English,61,72,70,76,71
1100,3,English,60,57,56,57,44
1101,3,English,56,48,54,56,57
1102,3,English,60,59,45,57,62
1103,3,English,43,49,44,40,45
1104,3,English,40,38,50,36,50
1105,3,English,32,44,30,47,49
1106,3,English,65,75,60,56,70
1107,3,English,90,99,100,95,99
1108,3,English,91,87,80,99,86
1109,3,English,71,78,73,70,70
1110,3,English,62,44,57,60,52
1111,3,English,40,53,52,40,43
1112,3,English,37,41,35,32,43
1113,3,English,60,72,63,70,74
1114,3,English,100,100,100,100,100
1115,3,English,35,41,42,42,42
1116,3,English,81,83,74,70,71
1117,3,English,63,60,56,60,63
1118,3,English,37,39,37,43,39
1119,3,English,75,84,89,89,100
1120,3,English,90,96,86,97,93
1121,3,English,72,76,75,90,79
1122,3,English,56,56,59,61,50
1123,3,English,84,78,69,77,87
1124,3,English,32,40,34,28,34
1125,3,English,77,80,82,98,98
1126,3,English,85,91,84,100,93
1127,3,English,41,45,43,45,46
1128,3,English,54,41,48,54,42
1129,3,English,67,74,67,62,67
1130,3,English,62,59,53,48,46
1131,3,English,56,46,53,39,49
1132,3,English,52,52,54,60,57
1133,3,English,31,36,39,17,27
1134,3,English,68,56,60,58,43
1135,3,English,45,48,70,35,59
1136,3,English,91,88,86,84,89
1137,3,English,62,53,46,48,56
1138,3,English,50,43,51,50,56
1139,3,English,87,83,90,78,86
1140,3,English,57,57,58,56,57
1141,3,English,75,77,72,71,85
1142,3,English,100,98,100,94,100
1143,3,English,27,35,32,37,29
1144,3,English,34,51,43,60,57
1145,3,English,57,43,60,56,49
1146,3,English,82,85,88,91,89
1147,3,English,48,54,50,45,59
1148,3,English,41,31,48,39,31
1149,3,English,68,78,78,80,88
1150,3,English,57,46,52,58,60
1151,3,English,100,98,90,86,82
1152,3,English,69,69,58,66,62
1153,3,English,48,48,58,48,33
1154,3,English,63,80,71,74,84
1155,3,English,63,66,74,56,46
1156,3,English,57,60,49,49,58
1157,3,English,80,80,79,71,71
1158,3,English,70,73,60,63,62
1159,3,English,64,57,61,65,62
1160,3,English,87,89,71,90,80
1161,3,English,70,56,60,63,61
1162,3,English,64,68,75,69,77
1163,3,English,67,69,67,62,73
1164,3,English,49,52,58,49,69
1165,3,English,87,73,89,83,82
1166,3,English,78,87,81,68,74
1167,3,English,59,57,64,45,57
1168,3,English,100,100,100,92,100
1169,3,English,60,58,63,57,68
1170,3,English,53,45,54,46,60
1171,3,English,27,32,38,39,34
1172,3,English,35,33,30,41,45
1173,3,English,65,71,65,66,71
1174,3,English,76,65,60,59,56
1175,3,English,62,51,51,51,37
1176,3,English,60,67,50,63,61
1177,3,English,62,55,56,60,56
1178,3,English,98,84,100,98,96
1179,3,English,56,62,54,46,51
1180,3,English,84,80,76,83,86
1181,3,English,66,63,72,61,73
1182,3,English,42,36,40,48,43
1183,3,English,22,14,20,19,33
1184,3,English,74,72,76,61,66
1185,3,English,53,51,52,71,59
1186,3,English,82,80,81,79,85
1187,3,English,84,82,90,89,85
1188,3,English,65,84,85,82,90
1189,3,English,43,40,46,33,41
1190,3,English,32,32,26,29,44
1191,3,English,81,80,71,78,97
1192,3,English,77,80,64,71,73
1193,3,English,83,55,72,64,70
1194,3,English,39,45,33,49,48
1195,3,English,73,70,69,64,66
1196,3,English,75,67,70,66,80
1197,3,English,55,39,43,47,51
1198,3,English,54,64,63,52,66
1199,3,English,63,65,69,63,70
1200,3,English,45,27,42,28,25
1201,3,English,59,68,43,65,59
1202,3,English,65,80,62,59,71
1204,3,English,70,78,71,84,84
1205,3,English,95,100,94,88,99
1206,3,English,12,16,24,24,21
1207,3,English,73,62,57,55,67
1208,3,English,85,84,82,81,94
1209,3,English,40,60,55,61,46
1210,3,English,65,67,73,64,57
1211,3,English,100,100,100,100,100
1212,3,English,56,54,56,62,61
1213,3,English,70,71,57,71,62
1214,3,English,55,53,54,56,70
1215,3,English,90,91,89,86,79
1216,3,English,77,59,65,71,70
1217,3,English,82,100,95,90,95
1218,3,English,54,54,61,68,65
1219,3,English,42,44,42,52,29
1220,3,English,58,64,49,55,56
1221,3,English,68,71,54,73,70
1222,3,English,97,80,81,95,78
1223,3,English,40,45,41,31,35
1224,3,English,69,72,71,57,73
1225,3,English,42,37,41,38,44
1226,3,English,61,76,69,68,58
1227,3,English,85,82,75,78,85
1228,3,English,53,60,57,60,61
1229,3,English,50,56,53,38,67
1230,3,English,38,42,37,56,58
1231,3,English,84,80,71,77,80
1232,3,English,56,56,55,55,48
1233,3,English,54,67,47,66,66
1001,4,Biology,50,63,65,58,61
1002,4,Biology,53,46,44,54,57
1003,4,Biology,86,93,100,96,92
1004,4,Biology,85,94,83,87,86
1005,4,Biology,26,35,32,35,28
1006,4,Biology,51,68,50,64,67
1007,4,Biology,78,82,59,75,55
1008,4,Biology,88,73,68,73,85
1009,4,Biology,37,49,49,34,25
1010,4,Biology,75,72,66,74,77
1011,4,Biology,65,62,51,66,60
1012,4,Biology,68,54,62,60,54
1013,4,Biology,65,39,50,55,52
1014,4,Biology,18,27,21,12,32
1015,4,Biology,28,30,37,33,39
1016,4,Biology,51,45,43,34,43
1017,4,Biology,57,54,52,69,63
1018,4,Biology,59,70,65,71,73
1019,4,Biology,29,40,39,51,30
1020,4,Biology,53,42,56,54,52
1021,4,Biology,97,100,99,100,92
1022,4,Biology,71,56,60,62,61
1023,4,Biology,46,48,48,37,41
1024,4,Biology,37,25,37,25,39
1025,4,Biology,57,60,73,62,70
1026,4,Biology,49,52,59,58,58
1027,4,Biology,47,44,47,41,42
1028,4,Biology,71,65,62,68,67
1029,4,Biology,37,43,45,46,39
1030,4,Biology,55,53,41,55,67
1031,4,Biology,12,18,17,22,12
1032,4,Biology,79,76,80,85,85
1033,4,Biology,60,53,52,51,48
1034,4,Biology,29,25,31,36,44
1035,4,Biology,82,100,90,97,89
1036,4,Biology,30,33,33,33,27
1037,4,Biology,59,61,54,61,62
1038,4,Biology,25,28,29,23,33
1039,4,Biology,53,45,46,56,42
1040,4,Biology,46,68,63,50,52
1041,4,Biology,91,72,73,81,90
1042,4,Biology,67,54,48,68,59
1043,4,Biology,47,48,40,35,33
1044,4,Biology,50,53,60,58,57
1045,4,Biology,37,23,36,42,23
1046,4,Biology,43,48,37,34,26
1047,4,Biology,64,54,52,54,52
1048,4,Biology,75,70,68,60,73
1049,4,Biology,61,71,63,63,64
1050,4,Biology,41,25,25,18,27
1051,4,Biology,77,72,71,81,75
1052,4,Biology,35,41,49,45,39
1053,4,Biology,68,70,68,69,72
1054,4,Biology,42,38,35,36,43
1055,4,Biology,75,71,57,72,71
1056,4,Biology,80,71,75,66,61
1057,4,Biology,47,45,40,44,48
1058,4,Biology,48,43,54,40,50
1059,4,Biology,64,61,61,72,59
1060,4,Biology,65,74,67,58,60
1061,4,Biology,41,50,35,52,46
1062,4,Biology,61,64,58,65,73
1063,4,Biology,38,45,48,42,56
1064,4,Biology,32,29,26,30,27
1065,4,Biology,75,81,88,78,83
1066,4,Biology,82,73,68,71,80
1067,4,Biology,67,57,67,71,72
1068,4,Biology,74,76,77,58,67
1069,4,Biology,60,60,59,51,45
1070,4,Biology,49,50,46,44,43
1071,4,Biology,70,80,64,78,66
1072,4,Biology,79,93,87,85,96
1073,4,Biology,52,50,60,61,67
1074,4,Biology,82,95,87,85,79
1075,4,Biology,29,37,33,23,31
1076,4,Biology,74,71,71,68,71
1077,4,Biology,57,65,64,73,80
1078,4,Biology,37,48,55,52,50
1079,4,Biology,50,60,51,69,59
1080,4,Biology,36,38,36,43,37
1081,4,Biology,74,62,65,56,61
1082,4,Biology,60,84,80,71,67
1083,4,Biology,94,96,95,98,100
1084,4,Biology,44,59,62,72,47
1085,4,Biology,40,56,50,65,50
1086,4,Biology,45,33,47,27,37
1087,4,Biology,73,82,71,60,62
1088,4,Biology,64,53,65,45,58
1089,4,Biology,55,50,41,43,49
1090,4,Biology,68,69,76,68,71
1091,4,Biology,43,43,62,57,62
1092,4,Biology,92,100,96,95,80
1093,4,Biology,20,31,40,35,29
1094,4,Biology,37,42,45,31,43
1095,4,Biology,61,69,83,67,72
1096,4,Biology,45,46,43,35,41
1097,4,Biology,71,77,72,80,79
1098,4,Biology,70,61,62,65,64
1099,4,Biology,64,60,50,43,50
1100,4,Biology,46,43,32,41,41
1101,4,Biology,33,49,28,48,40
1102,4,Biology,45,53,45,42,59
1103,4,Biology,64,70,56,66,58
1104,4,Biology,45,35,39,52,49
1105,4,Biology,49,45,55,46,48
1106,4,Biology,56,72,55,76,65
1107,4,Biology,79,87,83,86,88
1108,4,Biology,56,58,51,54,72
1109,4,Biology,64,51,51,57,57
1110,4,Biology,57,59,61,64,59
1111,4,Biology,41,35,35,25,20
1112,4,Biology,52,50,55,54,62
1113,4,Biology,50,60,53,58,52
1114,4,Biology,98,96,98,93,82
1115,4,Biology,45,38,38,45,34
1116,4,Biology,47,43,38,40,42
1117,4,Biology,52,61,48,52,47
1118,4,Biology,35,34,38,49,29
1119,4,Biology,78,80,79,84,61
1120,4,Biology,81,87,67,55,73
1121,4,Biology,72,73,73,80,76
1122,4,Biology,26,38,37,43,42
1123,4,Biology,68,80,85,94,81
1124,4,Biology,16,13,33,28,36
1125,4,Biology,70,76,65,62,58
1126,4,Biology,96,82,86,72,71
1127,4,Biology,44,57,50,42,60
1128,4,Biology,45,40,30,40,51
1129,4,Biology,64,72,67,68,61
1130,4,Biology,72,61,75,66,62
1131,4,Biology,32,40,35,38,43
1132,4,Biology,51,57,69,64,62
1133,4,Biology,42,35,44,39,35
1134,4,Biology,63,74,52,68,67
1135,4,Biology,48,43,45,52,45
1136,4,Biology,79,73,82,91,75
1137,4,Biology,48,40,39,40,33
1138,4,Biology,50,36,33,37,44
1139,4,Biology,68,70,59,73,72
1140,4,Biology,51,37,50,44,40
1141,4,Biology,75,83,69,71,82
1142,4,Biology,93,97,83,89,77
1143,4,Biology,57,59,54,49,63
1144,4,Biology,51,56,48,56,47
1145,4,Biology,71,69,59,62,63
1146,4,Biology,72,67,55,65,64
1147,4,Biology,59,65,66,64,58
1148,4,Biology,37,27,44,28,32
1149,4,Biology,59,46,52,48,54
1150,4,Biology,60,44,72,63,58
1151,4,Biology,42,37,42,38,39
1152,4,Biology,49,58,59,58,59
1153,4,Biology,37,46,33,36,36
1154,4,Biology,69,68,73,63,72
1155,4,Biology,71,65,63,68,70
1156,4,Biology,66,59,49,64,66
1157,4,Biology,84,94,83,100,91
1158,4,Biology,65,56,56,67,62
1159,4,Biology,28,21,18,33,28
1160,4,Biology,77,79,69,68,72
1161,4,Biology,32,31,30,12,17
1162,4,Biology,89,90,94,81,80
1163,4,Biology,89,97,92,85,86
1164,4,Biology,45,46,47,39,39
1165,4,Biology,48,60,56,53,54
1166,4,Biology,85,86,82,84,83
1167,4,Biology,74,60,74,60,68
1168,4,Biology,100,97,87,98,90
1169,4,Biology,38,42,35,39,41
1170,4,Biology,51,37,50,32,39
1171,4,Biology,37,34,44,39,41
1172,4,Biology,48,51,48,42,57
1173,4,Biology,47,50,45,47,51
1174,4,Biology,64,67,77,74,84
1175,4,Biology,58,45,60,56,55
1176,4,Biology,75,72,64,74,66
1177,4,Biology,58,58,65,54,72
1178,4,Biology,81,84,83,76,74
1179,4,Biology,60,70,67,68,58
1180,4,Biology,86,81,89,84,91
1181,4,Biology,62,45,50,52,42
1182,4,Biology,51,68,61,58,61
1183,4,Biology,42,42,46,42,61
1184,4,Biology,63,58,50,55,59
1185,4,Biology,77,76,75,67,63
1186,4,Biology,71,72,55,67,67
1187,4,Biology,85,79,84,74,81
1188,4,Biology,65,53,61,63,70
1189,4,Biology,61,67,56,78,67
1190,4,Biology,51,60,36,53,53
1191,4,Biology,59,43,52,49,54
1192,4,Biology,76,86,81,68,73
1193,4,Biology,73,64,51,73,63
1194,4,Biology,36,55,48,43,49
1195,4,Biology,61,44,53,44,53
1196,4,Biology,74,71,74,74,82
1197,4,Biology,50,56,50,63,52
1198,4,Biology,40,46,40,36,49
1199,4,Biology,47,50,35,46,36
1200,4,Biology,15,26,30,29,27
1201,4,Biology,57,69,56,53,63
1202,4,Biology,68,64,68,70,70
1204,4,Biology,92,90,91,97,100
1205,4,Biology,72,69,66,79,79
1206,4,Biology,53,63,52,62,57
1207,4,Biology,34,32,30,28,26
1208,4,Biology,56,57,57,65,66
1209,4,Biology,63,65,46,67,62
1210,4,Biology,70,65,74,70,82
1211,4,Biology,100,100,100,100,100
1212,4,Biology,49,47,50,58,47
1213,4,Biology,68,69,75,81,73
1214,4,Biology,57,56,60,49,66
1215,4,Biology,79,66,76,76,73
1216,4,Biology,58,48,52,59,56
1217,4,Biology,54,64,60,46,65
1218,4,Biology,48,35,22,43,43
1219,4,Biology,38,58,37,41,30
1220,4,Biology,49,45,41,40,39
1221,4,Biology,61,71,57,56,72
1222,4,Biology,83,75,80,84,76
1223,4,Biology,39,42,30,36,19
1224,4,Biology,58,66,63,74,62
1225,4,Biology,24,26,27,24,30
1226,4,Biology,51,50,54,55,43
1227,4,Biology,57,69,70,56,70
1228,4,Biology,49,61,48,46,51
1229,4,Biology,29,38,35,20,31
1230,4,Biology,70,50,81,68,64
1231,4,Biology,83,76,78,75,75
1232,4,Biology,35,35,31,37,27
1233,4,Biology,63,65,61,83,73
1001,5,Chemistry,63,56,52,48,57
1002,5,Chemistry,51,50,52,37,44
1003,5,Chemistry,82,81,97,89,93
1004,5,Chemistry,76,79,80,73,78
1005,5,Chemistry,24,32,29,20,14
1006,5,Chemistry,50,55,55,45,39
1007,5,Chemistry,66,68,80,77,74
1008,5,Chemistry,75,79,68,76,74
1009,5,Chemistry,41,45,53,49,46
1010,5,Chemistry,62,53,59,66,45
1011,5,Chemistry,59,52,60,59,69
1012,5,Chemistry,47,61,57,61,57
1013,5,Chemistry,52,44,43,51,59
1014,5,Chemistry,29,27,28,25,15
1015,5,Chemistry,30,23,26,21,16
1016,5,Chemistry,41,35,37,33,45
1017,5,Chemistry,65,65,55,49,42
1018,5,Chemistry,55,69,59,58,41
1019,5,Chemistry,33,28,23,26,30
1020,5,Chemistry,42,43,56,28,45
1021,5,Chemistry,100,93,97,100,100
1022,5,Chemistry,56,60,61,54,64
1023,5,Chemistry,32,47,45,39,43
1024,5,Chemistry,32,30,31,35,34
1025,5,Chemistry,71,56,55,49,41
1026,5,Chemistry,39,62,41,42,45
1027,5,Chemistry,41,36,53,51,52
1028,5,Chemistry,82,82,65,80,74
1029,5,Chemistry,26,35,32,43,45
1030,5,Chemistry,49,53,42,44,39
1031,5,Chemistry,12,12,12,18,15
1032,5,Chemistry,69,70,77,69,63
1033,5,Chemistry,50,53,63,54,57
